treatment	RT	RT	RT	RT	C	C	C	C	RT	RT	RT	RT	C	C	C	C	RT	RT	RT	RT	C	C	C	C	RT	RT	RT	RT	C	C	C	C
urea	0.844982681	0.306574058	0.167863933	0.678683021	0.056031354	0.665066032	0.126452031	0.924260472	0.988806353	0.497556873	0.498045951	0.739200494	0.111306952	0.416082598	0.758105106	0.250593127	0.511850372	0.323153636	0.106160783	0.941823762	0.184437727	0.97898729	0.884755408	0.127775833	0.654822533	0.195526606	0.940048492	0.252273395	0.143933464	0.402830255	0.578559662	0.015247644
uracil	0.46530131	0.506324244	0.746786038	0.514907107	0.940025041	0.286886444	0.418868748	0.847218816	0.681221866	0.064326522	0.490928972	0.35836377	0.295262175	0.057309088	0.821913322	0.457576479	0.591181454	0.349315651	0.473521481	0.619183127	0.638847953	0.2655138	0.422503705	0.896733499	0.697997988	0.186532209	0.446267288	0.569445812	0.158885929	0.449810624	0.413456249	0.642094789
UDP-glucuronic acid	0.005666842	3.87024E-05	0.590649749	0.850831366	0.041990158	0.414628609	0.047771916	0.681593011	0.359592772	0.480530739	0.147223223	0.361050008	0.829579106	0.611208906	0.272978014	0.699633624	0.255707582	0.079247774	0.804853024	0.766271094	0.640387862	0.638900988	0.516927713	0.842446944	0.150650895	0.201888879	0.681176082	0.261498725	0.12294885	0.418627961	0.487721741	0.87808392
tyrosine	0.724928787	0.875017055	0.640998702	0.692478457	0.256641754	0.537556768	0.048124253	0.154561957	0.830546614	0.149329689	0.059079308	0.881026634	0.568680527	0.2253516	0.274131456	0.529749566	0.740182786	0.839734682	0.446553172	0.84792005	0.077002634	0.659553171	0.925281462	0.741360918	0.10950481	0.468484523	0.170838235	0.784600491	0.618846828	0.161592349	0.606229023	0.532832557
tryptophan	0.921689882	0.401867107	0.182332921	0.651082954	0.660654903	0.921497956	0.426770517	0.198232216	0.736577297	0.281427802	0.000486626	0.09468992	0.155283093	0.265776015	0.797017081	0.734179329	0.89755823	0.268725281	0.841667554	0.711278548	0.912997087	0.635337467	0.988026002	0.324133944	0.323136343	0.767318265	0.812911453	0.990165877	0.814363899	0.230984027	0.042022105	0.335145028
trans-4-hydroxyproline	0.43344075	0.395518274	0.395441095	0.496959824	0.078913679	0.075837983	0.431353328	0.324661359	0.384130304	0.494528248	0.719561616	0.614825599	0.8502167	0.556619476	0.066451009	0.449859097	0.550913122	0.274026603	0.855181397	0.150785274	0.613456195	0.106753679	0.918578454	0.099572435	0.883693614	0.756488579	0.852865626	0.19607515	0.426923861	0.397517595	0.984793163	0.464996529
tocopherol alpha-	0.220485989	0.847334762	0.870024325	0.844910575	0.033210108	0.809576476	0.486510493	0.328902288	0.780765263	0.910902457	0.370668081	0.936730571	0.268373581	0.943839525	0.376585429	0.590234955	0.047673176	0.130230217	0.217793704	0.813877369	0.343921393	0.800907947	0.875695431	0.599028542	0.242322028	0.597360303	0.562770802	0.842005043	0.83722472	0.29820039	0.494022386	0.870555156
thymine	0.120973004	0.370090997	0.158448253	0.928975701	0.163313192	0.380319939	0.359954112	0.522947572	0.921199322	0.705595125	0.888785251	0.613242327	0.015676944	0.319897714	0.453029148	0.090913045	0.049587959	0.372815873	0.856698929	0.372459159	0.645959077	0.047968517	0.772654304	0.155157476	0.016475766	0.737219558	0.618994952	0.222106349	0.546536764	0.657921944	0.786481279	0.343001186
thymidine	0.838800829	0.468641263	0.246123998	0.594146657	0.74236379	0.550129837	0.651005347	0.894964812	0.243128478	0.928882728	0.056192445	0.922177293	0.681012173	0.389249874	0.853418959	0.263519883	0.893183816	0.722771098	0.469923197	0.903268845	0.333367671	0.477078099	0.873087441	0.907830734	0.389512336	0.164134725	0.47864074	0.892782771	0.598018632	0.963561659	0.904296515	0.769033442
threonine	0.544402358	0.630351585	0.7422501	0.907138071	0.404880655	0.592025063	0.442741666	0.657779083	0.469988831	0.198553712	0.244287301	0.317825707	0.281659214	0.698530494	0.021732999	0.178764761	0.665925879	0.241813971	0.913021989	0.0732298	0.594614983	0.182101981	0.576731192	0.4170885	0.395136419	0.391006153	0.019490496	0.233648634	0.37922216	0.487938302	0.621338587	0.535089151
threonic acid	0.883034489	0.793408239	0.349024635	0.780633791	0.316429843	0.165814898	0.268724618	0.357419345	0.587221744	0.230533163	0.522260094	0.879290057	0.820694239	0.937132904	0.972176396	0.021165249	0.500761016	0.952204177	0.996534395	0.951070227	0.243552772	0.55552737	0.6281392	0.843149222	0.505212183	0.888076008	0.447005407	0.87277864	0.311668783	0.302246444	0.991639424	0.697647251
taurine	0.790874936	0.129988783	0.586556779	0.679513903	0.064182539	0.148733863	0.685372172	0.064733099	0.347006043	0.193465558	0.252218646	0.565650049	0.175764271	0.294834842	0.318933046	0.283883289	0.018882141	0.597893685	0.333355995	0.791554826	0.426633306	0.720196752	0.639445617	0.443505293	0.208716032	0.740390909	0.128397733	0.964055845	0.122341383	0.309491158	0.785381435	0.253936792
sulfuric acid	0.40150759	0.93086678	0.592887224	0.471187136	0.540471224	0.986636658	0.740694147	0.530217256	0.615762277	0.834274359	0.959727287	0.612432234	0.941033949	0.628083982	0.317403513	0.389459158	0.959160261	0.538903519	0.003834019	0.798193524	0.804985343	0.886267039	0.954783423	0.884019038	0.222143948	0.019436498	0.907885383	0.931530906	0.180140811	0.30790382	0.726303579	0.344519105
sucrose	0.489571134	0.176379653	0.934783359	0.206341951	0.256059816	0.879598556	0.914346316	0.767739166	0.259547792	0.901347422	0.1464217	0.130445138	0.14847304	0.662537357	0.643906597	0.303252494	0.560406218	0.87138836	0.257794978	0.859744578	0.563956678	0.46265566	0.494615512	0.696048531	0.278234974	0.82248999	0.544757065	0.321990198	0.289787263	0.827129982	0.450638129	0.832462956
succinic acid	0.042054956	0.137147442	0.772094349	0.86230739	0.59178712	0.419020147	0.152256587	0.080222176	0.889125241	0.519211487	0.968774615	0.962360406	0.126130179	0.754131123	0.02178957	0.389594941	0.982092578	0.157534083	0.295634611	0.049605367	0.484648269	0.171877174	0.580045493	0.078381414	0.252069665	0.799035257	0.901053212	0.4082363	0.238089438	0.564476617	0.849430535	0.139799827
stearic acid	0.044345683	0.387441648	0.285608647	0.465737264	0.513851336	0.550481559	0.735179529	0.055362895	0.240537712	0.975735826	0.089586876	0.494258353	0.075177705	0.383405277	0.711233391	0.110692184	0.943119545	0.463305409	0.375627526	0.851769179	0.908490858	0.437008539	0.805042917	0.56955266	0.131327927	0.766832359	0.487645414	0.894807841	0.549125784	0.085448901	0.159241329	0.891082548
sorbitol	0.436207794	0.641582181	0.099983299	0.173684614	0.557818004	0.025348227	0.186779224	0.092722499	0.508003292	0.985296352	0.364511529	0.447346615	0.408841158	0.816048269	0.630884058	0.458967644	0.716107381	0.889339237	0.269698967	0.635612361	0.077423043	0.45862897	0.808719369	0.381709401	0.655378707	0.50335692	0.063416627	0.228554993	0.76117993	0.169135083	0.575770879	0.642971772
serine	0.721839159	0.645106742	0.489386717	0.474250962	0.540383303	0.24714269	0.374498578	0.118205376	0.906382261	0.442318661	0.975389705	0.212260911	0.256891546	0.47761677	0.27223236	0.093563243	0.30961912	0.228980429	0.027394817	0.765719164	0.006362133	0.861692345	0.185529412	0.09563437	0.625118239	0.306016862	0.636489315	0.069602665	0.972547156	0.994019977	0.77692791	0.706215443
salicylic acid	0.828261183	0.647114544	0.260660044	0.002964311	0.099084992	0.476443386	0.92009673	0.18438186	0.434577516	0.68921401	0.65210723	0.826846812	0.278106674	0.393108069	0.291512107	0.037687225	0.003553266	0.217740496	0.023363414	0.466557525	0.273452474	0.836022214	0.673978193	0.298909071	0.560486787	0.325780559	0.113594418	0.505182237	0.51185509	0.019393587	0.477542891	0.409662166
saccharic acid	0.43524298	0.819074457	0.62763615	0.325151329	0.925713072	0.670941294	0.631015327	0.789522452	0.880931662	0.631544977	0.304515713	0.354459484	0.425827767	0.764856555	0.537218421	0.648154583	0.150774428	0.162897099	0.785063198	0.554983811	0.352183561	0.602901723	0.57516308	0.974505253	0.634452615	0.126976339	0.083117288	0.591467314	0.262535489	0.966616851	0.374163436	0.412396546
ribose	0.708954795	0.834134357	0.657222971	0.154739687	0.184200747	0.382053491	0.177377583	0.906243521	0.436464403	0.428300861	0.338950964	0.714719889	0.641947731	0.989346783	0.727740327	0.1123047	0.463764135	0.508510391	0.89027643	0.407638589	0.395252262	0.051111749	0.405558696	0.845379626	0.653722561	0.032525186	0.841522757	0.345947793	0.629625851	0.20099334	0.941231217	0.776414763
ribonic acid	0.416155187	0.395844231	0.154508336	0.585369046	0.255007791	0.338801145	0.661300935	0.793656246	0.517513882	0.614772442	0.635942037	0.753555326	0.499446951	0.143173773	0.357819938	0.977100789	0.22202355	0.282991438	0.044195174	0.320625439	0.997115308	0.493067573	0.527476462	0.054027901	0.506783144	0.958933054	0.739749312	0.821462453	0.853809153	0.348532276	0.848335351	0.898102283
quinic acid	0.4723223	0.463131591	0.698625417	0.431209291	0.458941808	0.215317091	0.845522985	0.746839113	0.577342859	0.639143409	0.469418282	0.216248909	0.043537195	0.619042954	0.128340495	0.099016605	0.224959359	0.023057541	0.558883519	0.276994563	0.532415307	0.928373211	0.306940568	0.539960631	0.954689934	0.276512238	0.899876277	0.770264667	0.30786025	0.546296713	0.320612838	0.267850082
pyruvic acid	0.948820649	0.769124311	0.737587344	0.277536948	0.082759768	0.867253683	0.311273944	0.008533591	0.75361459	0.469471416	0.927066172	0.030803853	0.265174718	0.121803341	0.938910141	0.39826421	0.501414331	0.442176663	0.895257799	0.006612956	0.529594175	0.384673236	0.119293838	0.34149487	0.611663135	0.283901239	0.642603781	0.134914938	0.224621741	0.307146867	0.186719505	0.8829805
pyrophosphate	0.560306317	0.369640562	0.4834411	0.486406647	0.096008329	0.229484684	0.613495342	0.687403055	0.39868259	0.887030653	0.453775547	0.589321073	0.751100102	0.061124919	0.33124047	0.903237239	0.589232007	0.778350593	0.5140331	0.473548901	0.412207576	0.291854714	0.351882454	0.897355772	0.402758648	0.290950804	0.085404	0.981629583	0.464696249	0.262715057	0.893787279	0.159994029
putrescine	0.36333147	0.094700002	0.352098594	0.758245356	0.411332395	0.348446854	0.530944511	0.531228347	0.505466924	0.654298327	0.261954099	0.778969574	0.527650595	0.413617887	0.067482334	0.099312808	0.64972619	0.983012682	0.282232741	0.111507144	0.729423985	0.685044676	0.452147131	0.207150985	0.324964365	0.043070054	0.478436369	0.084468827	0.020456538	0.544717358	0.740853425	0.986525202
p-tolyl glucuronide	0.145689706	0.178631033	0.589085995	0.225897591	0.414559843	0.970152656	0.476932319	0.025515794	0.75906982	0.476133315	0.115103004	0.512738176	0.221680132	0.073760088	0.426300908	0.321886783	0.023536004	0.806980096	0.614491365	0.620238346	0.378666497	0.880376708	0.932643004	0.837889018	0.798854492	0.432953573	0.375751351	0.638371116	0.748746577	0.772352698	0.186334755	0.604503485
pseudo uridine	0.344774804	0.790823137	0.181392555	0.792736558	0.651468053	0.296783436	0.339448014	0.873051104	0.070959921	0.586121615	0.237114314	0.271538999	0.410647257	0.113966096	0.556037986	0.928112738	0.896881332	0.485404956	0.601818194	0.642664868	0.818749004	0.614378178	0.390417077	0.726391181	0.346115306	0.505467577	0.392862769	0.79172687	0.682357448	0.840819948	0.567836858	0.504006954
propane-1,3-diol NIST	0.119454798	0.688300119	0.987431139	0.575956904	0.392044035	0.122241218	0.734401975	0.54467001	0.640753204	0.116760346	0.206993877	0.022103447	0.713667509	0.354571164	0.014757082	0.702056319	0.905655531	0.56046699	0.775166131	0.702976637	0.815819041	0.470110024	0.242235293	0.381835079	0.409534731	0.208067474	0.328365311	0.489007755	0.55884309	0.575262361	0.139995991	0.900839954
proline	0.582484122	0.369549294	0.078011809	0.193006358	0.072499568	0.572827725	0.361165595	0.778039593	0.681466343	0.659935805	0.099813697	0.247927594	0.596233682	0.649921896	0.978995379	0.238498749	0.211885391	0.23696519	0.423969955	0.992308918	0.532842805	0.848228569	0.056980581	0.740658547	0.51734902	0.315000685	0.791740873	0.207718247	0.596086275	0.657674109	0.115646773	0.52585171
pipecolinic acid	0.430137494	0.154318211	0.228709987	0.662155467	0.197042154	0.262583288	0.612406528	0.244207237	0.668528522	0.024649891	0.106764001	0.243948373	0.261734202	0.413767438	0.435686626	0.62597944	0.610435599	0.678916803	0.469534607	0.166532185	0.235125062	0.797791146	0.294054912	0.796283934	0.932720317	0.978520157	0.663018793	0.604718931	0.285697662	0.601401129	0.354695851	0.613888259
pinitol	0.063249369	0.12747138	0.874703414	0.228059147	0.603645939	0.662145088	0.390670188	0.195215186	0.872033806	0.484051548	0.691533723	0.747341155	0.625224398	0.156653693	0.886915172	0.524420999	0.080174213	0.3872629	0.341319399	0.30280955	0.567051754	0.98559808	0.53114172	0.015095635	0.722319184	0.900127288	0.828956711	0.254179567	0.544803538	0.745271683	0.694248413	0.425185664
phosphoethanolamine	0.765291891	0.47886623	0.329634765	0.594173162	0.071042947	0.743947445	0.060442253	0.625377916	0.611852388	0.642837797	0.23321306	0.974208819	0.583590808	0.851510281	0.090948363	0.495688093	0.961083658	0.879012513	0.282109523	0.460663146	0.822296292	0.121830324	0.467417574	0.275843753	0.056710176	0.787910573	0.756352929	0.109021018	0.866417581	0.594434971	0.800491883	0.430911732
phosphate	0.644301356	0.805408662	0.501684182	0.494521832	0.03821219	0.541865871	0.680922676	0.76191505	0.950020504	0.486301082	0.209147524	0.84170049	0.696999729	0.965986416	0.805300563	0.083697974	0.108532592	0.464670869	0.644151364	0.336830262	0.759166971	0.55964812	0.535261668	0.105229844	0.92067798	0.327380375	0.085912403	0.322868931	0.071100432	0.299328379	0.458009214	0.470135826
phenylethylamine	0.579173824	0.494385943	0.115289898	0.535168664	0.672307015	0.573165084	0.50057518	0.579481138	0.714770197	0.041142336	0.466737882	0.821320738	0.093068398	0.896494236	0.105090307	0.178437811	0.134216307	0.824639605	0.842124273	0.241407295	0.348161606	0.813350466	0.982807052	0.211778334	0.658007022	0.15851987	0.354628955	0.534052002	0.871307109	0.375564691	0.064034147	0.501244119
phenylalanine	0.544690407	0.500591248	0.636561784	0.05821806	0.714281553	0.954293089	0.628982193	0.33619876	0.954215602	0.410903575	0.706685583	0.340983489	0.046612404	0.998288664	0.36997068	0.884911349	0.472056136	0.375712465	0.747213113	0.227809315	0.222969006	0.578858352	0.539226144	0.210370493	0.989605388	0.339045125	0.726374148	0.280595627	0.253286185	0.938015395	0.200102786	0.494393255
phenol	0.122968402	0.170440719	0.392131074	0.549712802	0.335993861	0.174733153	0.503982389	0.774788278	0.272178457	0.482866717	0.999838074	0.386525667	0.0916536	0.51881816	0.471649628	0.070720907	0.447346162	0.236397001	0.274268839	0.952437761	0.124256708	0.714208879	0.120302214	0.133558043	0.749944923	0.600245943	0.233517035	0.431378029	0.345177573	0.109800144	0.64132414	0.567438274
phenaceturic acid	0.600378456	0.327855372	0.761554163	0.323322536	0.188602643	0.145058115	0.00510552	0.921276897	0.636378027	0.822036069	0.486798468	0.086417312	0.217348135	0.804911787	0.280271194	0.110000277	0.658661906	0.773475343	0.664043227	0.131540925	0.956093693	0.901948147	0.782182446	0.492033702	0.503133451	0.140251196	0.707289207	0.371645197	0.533524091	0.914013147	0.503872758	0.849162103
pentadecanoic acid	0.063925403	0.444361383	0.556119272	0.113700301	0.620175133	0.376813399	0.974934746	0.574469001	0.216300882	0.904029906	0.108511293	0.49970711	0.442109193	0.772586728	0.094914757	0.806056211	0.109703582	0.992229137	0.637679887	0.853928783	0.228235323	0.749618044	0.611049025	0.513784995	0.245584327	0.570625931	0.937767044	0.214011029	0.1869819	0.893182859	0.841651153	0.33211969
pelargonic acid	0.239331309	0.188517046	0.892473475	0.385920023	0.268256226	0.491389667	0.533431337	0.07804726	0.117311024	0.758293894	0.095924274	0.59476503	0.222702842	0.665610468	0.918932938	0.481103032	0.093190699	0.330484686	0.340556408	0.5694272	0.652030424	0.591031512	0.450072648	0.903941428	0.317504443	0.785839162	0.491236607	0.146119962	0.494422773	0.033403712	0.441596017	0.745417869
pantothenic acid	0.533274274	0.46239479	0.135239716	0.947208967	0.237202788	0.678831573	0.558511108	0.24613704	0.264282802	0.323685584	0.010937894	0.989101725	0.437071771	0.071093797	0.866039545	0.102522312	0.216042991	0.055165478	0.243363119	0.154229296	0.62148046	0.620044617	0.930011926	0.267022629	0.081992402	0.82458564	0.287305076	0.227997724	0.732622832	0.126809482	0.602991511	0.878146742
palmitoleic acid	0.038595111	0.842694772	0.769444784	0.967882837	0.28485471	0.218705567	0.66968071	0.572286351	0.036965056	0.902564683	0.627274283	0.403866113	0.028531019	0.999590736	0.525411089	0.664122371	0.79759829	0.4509163	0.255043099	0.142200589	0.316207071	0.749533495	0.862252149	0.168835802	0.488731435	0.6170909	0.472883293	0.603103158	0.061461773	0.104963571	0.496777003	0.181386481
palmitic acid	0.921692436	0.117787322	0.071296652	0.32993431	0.4721063	0.013194724	0.044207124	0.589334639	0.252125128	0.423280451	0.243855087	0.16146855	0.162321229	0.59841502	0.048658827	0.07445005	0.697670731	0.411215418	0.694478654	0.376163065	0.472244486	0.288953824	0.746148224	0.193486789	0.114858788	0.228563244	0.263490391	0.179424067	0.46218633	0.462864381	0.584403106	0.566879166
oxoproline	0.156108253	0.669820017	0.224532141	0.315764217	0.900808534	0.46685441	0.826470716	0.041500586	0.197935028	0.163552719	0.865255315	0.535807458	0.924440165	0.770490485	0.835159035	0.044388315	0.012937518	0.1628826	0.404020671	0.715553499	0.062330661	0.18073712	0.03642607	0.416119813	0.804371897	0.961025923	0.706011018	0.523500424	0.577462374	0.052740309	0.736596651	0.679789538
oxalic acid	0.552522202	0.576333269	0.942483954	0.64324067	0.351975507	0.527498743	0.682021149	0.054698264	0.716494537	0.195844299	0.795124033	0.436242766	0.254423774	0.317620565	0.787023417	0.838319006	0.792471961	0.094600482	0.89259724	0.385274873	0.322235093	0.633507296	0.333975639	0.833908828	0.519572041	0.407534362	0.39790918	0.580164745	0.298543624	0.582436799	0.807476347	0.907684437
orotic acid	0.423420127	0.896264261	0.454888642	0.786837205	0.97709019	0.626893873	0.359855858	0.011813884	0.998212806	0.87166601	0.435061495	0.840728129	0.233230234	0.742663369	0.78326241	0.31066717	0.851252765	0.393560219	0.124411232	0.750254552	0.460517247	0.257419048	0.377768171	0.442442108	0.951817652	0.499101297	0.569904514	0.518245775	0.391710211	0.477929472	0.717926276	0.451279011
ornithine	0.804794864	0.839275825	0.888133863	0.700797219	0.828540786	0.861412356	0.931824357	0.427073789	0.441274825	0.009051447	0.271294662	0.468289396	0.773974056	0.696199288	0.085198148	0.941246816	0.241262875	0.156372269	0.900045519	0.074908859	0.523567155	0.985181671	0.684057752	0.551487407	0.792672682	0.441932286	0.301004298	0.521666496	0.653206705	0.554321337	0.144397512	0.641544361
oleic acid	0.415199216	0.353985526	0.073434959	0.560535031	0.48624496	0.444051431	0.33807151	0.882298946	0.161999084	0.406504002	0.635098636	0.989211024	0.829362834	0.019474028	0.76143489	0.863129107	0.471360438	0.936001338	0.629718771	0.597019217	0.196738655	0.180246704	0.022912921	0.718953026	0.944536902	0.350191962	0.548307852	0.245151378	0.369728109	0.277659937	0.04426395	0.431893006
oleamide NIST	0.021388571	0.251260755	0.038942462	0.752731239	0.209669695	0.741140524	0.500223883	0.038708531	0.530954097	0.166947275	0.223839347	0.227558771	0.509008918	0.256928722	0.198226887	0.618994737	0.699678491	0.138956437	0.242836122	0.004335384	0.389900747	0.719366674	0.520417275	0.807834825	0.716097461	0.036433434	0.744031917	0.103465204	0.547291834	0.002682597	0.134781747	0.829578939
N-methylalanine	0.848260846	0.274976638	0.310927183	0.948496745	0.619169005	0.465701379	0.082395447	0.917502264	0.699098108	0.198803226	0.723101283	0.681438436	0.148111739	0.513863721	0.767055027	0.616956886	0.529915509	0.239823171	0.317280902	0.997306745	0.361343176	0.178356481	0.823411117	0.930700145	0.853551433	0.148654147	0.03116054	0.618318547	0.094747913	0.760698724	0.525332743	0.592891498
nicotinamide	0.026459146	0.73274731	0.412006253	0.423934676	0.917156704	0.835129357	0.007194352	0.78749384	0.383404794	0.346517768	0.7978784	0.223800647	0.151485553	0.846957799	0.306400517	0.421787888	0.089575558	0.347092495	0.457743043	0.03663737	0.347057281	0.962441617	0.304885287	0.949153935	0.40351298	0.375146329	0.625201722	0.315138623	0.155494323	0.903342621	0.124762735	0.095236072
N-acetylmannosamine	0.126211208	0.574462168	0.397897781	0.657394246	0.440857294	0.256029937	0.102729194	0.570546679	0.425683871	0.030420609	0.865182289	0.791315393	0.223759339	0.783779614	0.378979555	0.438476821	0.158003146	0.300347624	0.224308656	0.825736066	0.934535184	0.169766476	0.191672175	0.749437926	0.682598534	0.795632291	0.111732665	0.038849239	0.925854591	0.728997439	0.621078988	0.60164402
N-acetylglycine NIST	0.982376213	0.777333787	0.830992069	0.891967241	0.750386541	0.74424371	0.924166874	0.455000363	0.224541294	0.763506697	0.336277755	0.503847209	0.025829096	0.463290266	0.328179094	0.158362095	0.518250041	0.534823546	0.530377593	0.026880863	0.564647377	0.018499093	0.674074689	0.451616333	0.77708327	0.963522396	0.476143681	0.758920819	0.327849271	0.52688519	0.285114576	0.187524121
n-acetylglutamate	0.099695013	0.028198666	0.175307604	0.784669947	0.264269465	0.007668819	0.208439693	0.401090027	0.71170299	0.697038722	0.800447648	0.938077814	0.706940071	0.032473052	0.263244802	0.737912923	0.739209203	0.022799204	0.237983556	0.626542813	0.882609966	0.831629728	0.129888458	0.186494482	0.546429662	0.026857405	0.413769411	0.389752529	0.359880402	0.072241192	0.104293909	0.02720942
N-acetyl-D-tryptophan	0.8899396	0.775582395	0.33848283	0.791980958	0.732403435	0.977442982	0.571350299	0.093247959	0.075087624	0.171719544	0.651291027	0.523320095	0.128792432	0.388016567	0.214481675	0.399966806	0.166201861	0.110408556	0.639756704	0.46826209	0.843441505	0.138731379	0.585741682	0.090987967	0.741229946	0.307700667	0.024248427	0.111556626	0.826048896	0.751870834	0.323154063	0.34605607
n-acetyl-d-hexosamine	0.217687084	0.234017167	0.55318529	0.078542503	0.748332795	0.891244894	0.416897045	0.113821149	0.619130033	0.844743268	0.117242056	0.898508589	0.494102256	0.658161121	0.012732855	0.640573623	0.315694996	0.451407143	0.723856299	0.117176263	0.686847613	0.160423628	0.031808498	0.862014839	0.508893418	0.236187989	0.823255331	0.412987755	0.892237104	0.03918808	0.236321624	0.750374873
myristic acid	0.340101343	0.875593308	0.019026029	0.072298453	0.455521947	0.68547907	0.712750505	0.942723461	0.620821963	0.532000617	0.675462463	0.681219296	0.565990039	0.820328937	0.335741985	0.248736489	0.512923715	0.506439125	0.205757023	0.071205853	0.646373956	0.453950314	0.661993272	0.510153939	0.679143595	0.235732083	0.312822547	0.83020471	0.573747165	0.798036701	0.056293158	0.652985059
myo-inositol	0.326686401	0.059705682	0.635426699	0.564001587	0.163154364	0.723922319	0.64978355	0.847653311	0.844323129	0.891505859	0.94277471	0.497621295	0.516035642	0.35538198	0.080918573	0.588093009	0.397917576	0.119650939	0.995245515	0.337822821	0.511403654	0.706975559	0.727511567	0.51185299	0.480411746	0.204271377	0.228887292	0.278789947	0.945240681	0.742888996	0.882069803	0.78982628
methionine sulfoxide	0.896402275	0.451302143	0.870607177	0.956728667	0.39857427	0.974786775	0.03379183	0.378784163	0.144687743	0.441622727	0.440157342	0.580524435	0.210488761	0.234305191	0.170967264	0.416359043	0.67315957	0.974432918	0.870868408	0.543656965	0.325201481	0.971452557	0.411986805	0.235470066	0.167090277	0.506958811	0.949470538	0.385245196	0.968394894	0.870788797	0.652943562	0.516589705
